id,pvalue,log1P,log2fc,t.value,proteinID,geneName,DD1,DD2,DD3,DE1,DE2,DE3,DD1_impute,DD2_impute,DD3_impute,DE1_impute,DE2_impute,DE3_impute,Cys
111,0.16376730908548132,0.7857727869512213,-0.39044011622859287,-1.7030567581498133,O35643,Ap1b1,NA,20.301956073606263,19.512678744549724,19.47668688137769,19.49288981734951,19.55511708566446,19.881379314921453,20.301956073606263,19.512678744549724,19.47668688137769,19.49288981734951,19.55511708566446,15
113,9.840032082501107e-5,4.007003485589951,4.696570040659063,15.607756327649975,O35658,C1qbp,NA,NA,NA,17.6822951151125,18.397908557303648,18.53784022244139,13.417519662173358,13.789288777659998,13.321525333046992,17.6822951151125,18.397908557303648,18.53784022244139,6
114,6.143590789850813e-8,7.211577719348335,5.040130000295125,99.39372991225777,O35668,Hap1,NA,NA,NA,18.796679723581796,18.644912464409504,18.69496314581433,13.65656424399433,13.719213473000487,13.640387615925434,18.796679723581796,18.644912464409504,18.69496314581433,6
115,0.02415850849260147,1.6169298818649833,-0.7014497778649478,-3.5333064601531876,O35685,Nudc,21.675040451915567,22.00027377040276,22.295524573035625,21.231809462336432,21.456885781578624,21.177794217844045,21.675040451915567,22.00027377040276,22.295524573035625,21.231809462336432,21.456885781578624,21.177794217844045,0
116,0.009786756374753082,2.009361222595348,2.266298421797778,4.632785359086759,O35690,Phox2b,NA,17.794809284218278,18.20084114736919,20.330028396446558,19.240791332161958,20.73694358021894,17.51321761184665,17.794809284218278,18.20084114736919,20.330028396446558,19.240791332161958,20.73694358021894,5
117,0.011606928531822873,1.9352826896635567,-1.2351352027337015,-4.4093000388884,O35691,Pnn,23.190494466577096,22.23101839061539,22.808272133305,21.458839126201514,21.548961097016324,21.516579159078546,23.190494466577096,22.23101839061539,22.808272133305,21.458839126201514,21.548961097016324,21.516579159078546,3
118,0.03156827383098875,1.5007491648981561,0.6777331550881449,3.243531109449459,O35711,Ppfibp2,NA,17.882619169810386,NA,18.82922721901013,18.164818562040093,18.539507202190904,17.673942003484676,17.882619169810386,17.94379234468163,18.82922721901013,18.164818562040093,18.539507202190904,11
119,2.7420697665617746e-4,3.561921499638649,1.137137449615036,12.024790342409698,O35737,Hnrnph1,22.18137795155272,22.07522320385021,22.375944099631276,23.295020026395886,23.336199253541785,23.412738323941642,22.18137795155272,22.07522320385021,22.375944099631276,23.295020026395886,23.336199253541785,23.412738323941642,5
120,0.312362446474661,0.5053411843631658,0.05607511384423347,1.1550771084718476,O35841,Api5,19.4495396125437,19.540680509693566,19.519240790382437,19.49210745535537,19.630480441526956,19.55509835727007,19.4495396125437,19.540680509693566,19.519240790382437,19.49210745535537,19.630480441526956,19.55509835727007,6
121,0.4714483044054146,0.32656592189236866,-0.1809494434725174,-0.7943689726856769,O35857,Timm44,19.888651103892055,20.172676544258227,20.56783355874596,20.22352568575398,20.03563679578789,19.82715039493682,19.888651103892055,20.172676544258227,20.56783355874596,20.22352568575398,20.03563679578789,19.82715039493682,6
123,1.9757823065434195e-10,9.704260908065784,6.361767527138193,417.4446370042904,O35887,Calu,NA,NA,NA,20.054175031975216,20.081348199900077,20.035099779202167,13.690451250362429,13.709279584195503,13.685589595104952,20.054175031975216,20.081348199900077,20.035099779202167,2
127,0.0045786605355596305,2.339261554113338,-0.41896630404054136,-5.735019615526845,O54734,Ddost,20.916267279663504,21.066972099921827,20.83144023859532,20.55065285686725,20.535829708800282,20.471298140391497,20.916267279663504,21.066972099921827,20.83144023859532,20.55065285686725,20.535829708800282,20.471298140391497,4
129,0.03613455145658526,1.4420773318727487,0.392096030123831,3.1024680807689933,O54833,Csnk2a2,18.792936416700837,18.558091812106635,NA,19.153631194101663,19.10789134196464,18.832475941214465,18.792936416700837,18.558091812106635,18.5666821581018,19.153631194101663,19.10789134196464,18.832475941214465,3
130,4.315267522501708e-5,4.364992275280212,2.183710829075398,19.223714651469486,O54984,Asna1,20.681574719528374,20.60295253205669,20.57450113868266,23.012635449816063,22.64588003725617,22.751645390421686,20.681574719528374,20.60295253205669,20.57450113868266,23.012635449816063,22.64588003725617,22.751645390421686,8
131,6.142624885125402e-4,3.2116460051580993,0.5232356242032701,9.772791781608586,O54988,Slk,NA,18.476627556376517,NA,19.072451906663485,18.90174488129757,18.987597108246927,18.423157218854325,18.476627556376517,18.492302248367324,19.072451906663485,18.90174488129757,18.987597108246927,12
132,0.005880415592143197,2.230591979536716,0.40294371223223635,5.3513244647194025,O55023,Impa1,NA,19.6265289715098,19.568241907189357,19.844586245827536,20.00250739066761,20.079005528141654,19.52249714924093,19.6265289715098,19.568241907189357,19.844586245827536,20.00250739066761,20.079005528141654,7
133,0.9080834569845958,0.04187423601382725,0.020742679455388213,0.12294098380791137,O55029,Copb2,19.501565099298425,20.00030815999648,19.5202580231005,19.731733348549202,19.609586372358358,19.74303959985401,19.501565099298425,20.00030815999648,19.5202580231005,19.731733348549202,19.609586372358358,19.74303959985401,15
135,0.29922536731387794,0.5240015912305789,-0.2615307005753671,-1.1917719134237272,O55091,Impact,NA,19.1712843232241,NA,18.45519074096101,19.034481962907773,19.084673460947133,18.952123058822682,19.1712843232241,19.235530884495233,18.45519074096101,19.034481962907773,19.084673460947133,7
136,0.011346393795943831,1.9451421475792192,-0.2854152669103769,-4.438581666475554,O55106,Strn,19.16076269639467,NA,NA,18.87468723796704,18.75123675282063,18.954724544373697,19.16076269639467,19.096543147402432,19.179588492095398,18.87468723796704,18.75123675282063,18.954724544373697,8
137,0.4413793410203307,0.35518799806797546,-0.10276258581853881,-0.8537020356416747,O55125,Nipsnap1,20.909983882031536,20.93301054349808,20.821820684481242,20.555154541723887,20.885615948665095,20.91575686216627,20.909983882031536,20.93301054349808,20.821820684481242,20.555154541723887,20.885615948665095,20.91575686216627,4
139,0.03145878260767637,1.502258087720306,0.44251530962311136,3.2472040329205307,O55131,7-Sep,20.744929073457257,20.84122648363455,21.07724602451981,21.161341046789623,21.485960955534463,21.34364550815686,20.744929073457257,20.84122648363455,21.07724602451981,21.161341046789623,21.485960955534463,21.34364550815686,6
140,0.021653522072705392,1.664471453013457,0.20350868156042523,3.656157555139931,O55135,Eif6,21.971373748433212,21.847127711982562,21.88966883104742,22.08722066935348,22.18670669480287,22.044768971988123,21.971373748433212,21.847127711982562,21.88966883104742,22.08722066935348,22.18670669480287,22.044768971988123,9
141,0.07641522488659924,1.1168201044413042,-0.3145105669112347,-2.3748628873683852,O55142,Rpl35a,20.33745204224643,20.197005465373273,20.459239485588263,19.998381079224075,20.21335582614,19.838428387110188,20.33745204224643,20.197005465373273,20.459239485588263,19.998381079224075,20.21335582614,19.838428387110188,2
142,0.4992892492613789,0.3016477851099727,0.32258178175138497,0.7420045771140052,O55143,Atp2a2,19.237060543838012,20.488169650978023,19.650813353165635,NA,19.919689699788194,20.575701729958396,19.237060543838012,20.488169650978023,19.650813353165635,19.848397463489242,19.919689699788194,20.575701729958396,29
143,0.12303689393216942,0.9099646411735464,0.25849911939235426,1.9494353995665639,O55201,Supt5h,17.10236533632859,17.438353286666835,NA,17.41336348121097,17.66816478627761,17.412784832569134,17.10236533632859,17.438353286666835,17.178097118885226,17.41336348121097,17.66816478627761,17.412784832569134,7
144,0.926042382618496,0.03336913630281224,0.009810085382298439,0.09881063057103807,O55222,Ilk,18.581193224820684,18.81074106715524,18.728930242811565,18.85920717277717,18.616943635632932,18.674143982524285,18.581193224820684,18.81074106715524,18.728930242811565,18.85920717277717,18.616943635632932,18.674143982524285,9
145,0.19022663387337027,0.7207286770177042,-0.3681683437169063,-1.575668108616103,O55234,Psmb5,22.43842435963945,22.639270041999875,23.02690229149407,22.549995185970104,22.422805984415064,22.0272904915975,22.43842435963945,22.639270041999875,23.02690229149407,22.549995185970104,22.422805984415064,22.0272904915975,3
147,0.13204394409021478,0.8792815119770302,-0.43847973496880144,-1.8880735036963021,O70133,Dhx9,21.51219647978144,22.128458837260666,21.69947756455643,21.436595655423893,21.05906978854001,21.529028232728233,21.51219647978144,22.128458837260666,21.69947756455643,21.436595655423893,21.05906978854001,21.529028232728233,23
149,0.016280212360740835,1.7883399344286108,-0.5106538393116615,-3.9888727057825943,O70194,Eif3d,20.710449966086976,20.49316354384478,20.277873085458868,19.930760433802206,19.99133915041443,20.027425493239004,20.710449966086976,20.49316354384478,20.277873085458868,19.930760433802206,19.99133915041443,20.027425493239004,11
151,0.036219998185439944,1.4410515757793718,0.28255844807742747,3.100031686868229,O70252,Hmox2,20.16226346644609,20.3514310197017,20.079135776418806,20.455431578150524,NA,20.563185097961625,20.16226346644609,20.3514310197017,20.079135776418806,20.455431578150524,20.42188893068672,20.563185097961625,3
152,9.50271349210238e-5,4.022152364566168,1.6186613754985117,15.746315865822103,O70305,Atxn2,18.65846952219586,18.837627933171404,18.783791186648823,20.46193900930491,20.202635618815215,20.471298140391497,18.65846952219586,18.837627933171404,18.783791186648823,20.46193900930491,20.202635618815215,20.471298140391497,15
155,0.07411474906538892,1.1300953574684673,0.5602690254141507,2.4030010384958187,O70318,Epb41l2,NA,19.06170870466062,19.13400509831668,20.005662922898047,19.284507843579302,19.447260839352086,18.860910726609685,19.06170870466062,19.13400509831668,20.005662922898047,19.284507843579302,19.447260839352086,9
157,0.9057480501257767,0.04299259223190425,0.0127222938913647,0.12608512143795111,O70435,Psma3,19.887030173247677,19.603387286096563,19.661865063167834,19.64640753087846,19.8254588302101,19.718583043097603,19.887030173247677,19.603387286096563,19.661865063167834,19.64640753087846,19.8254588302101,19.718583043097603,4
159,0.5162908550439561,0.28710556745543275,0.14275153133203844,0.711100263454675,O70492,Snx3,NA,18.905539784952303,19.55777405227721,19.420186403914823,19.412143915020494,19.21984443628981,19.160606323999495,18.905539784952303,19.55777405227721,19.420186403914823,19.412143915020494,19.21984443628981,1
161,0.6637420743798654,0.17800065170880291,-0.07357447610558765,-0.4686159624749617,O70503,Hsd17b12,18.559959572188447,18.912193496484846,18.526384613684684,18.48789497524558,NA,18.786569562258382,18.559959572188447,18.912193496484846,18.526384613684684,18.48789497524558,18.50334971653725,18.786569562258382,4
162,0.012923295289907977,1.8886267321809092,0.21129077234939686,4.272609802689489,O70551,Srpk1,NA,NA,18.922392764630654,19.134556673508904,19.037702445389986,19.193881447240507,18.873004750425135,18.936870734035423,18.922392764630654,19.134556673508904,19.037702445389986,19.193881447240507,11
163,1.0232889496122797e-4,3.9900017157471925,1.746658460413851,15.453662133440922,O70591,Pfdn2,NA,19.811211608371472,20.111843758936054,21.58095409850569,21.812410794293914,21.657309725828124,19.88764387007864,19.811211608371472,20.111843758936054,21.58095409850569,21.812410794293914,21.657309725828124,1
165,0.2715454556243935,0.5661574608285027,0.13537348667542304,1.274333883912019,O88342,Wdr1,21.666960768239534,21.92737867541875,21.93725598946118,21.981721957971313,22.07975429520251,21.876239639971907,21.666960768239534,21.92737867541875,21.93725598946118,21.981721957971313,22.07975429520251,21.876239639971907,12
166,3.390553085518702e-7,6.469729451532553,6.059240582222433,64.83328877187171,O88413,Tulp3,NA,NA,NA,19.866756725441746,19.640029527173272,19.6037494810776,13.615720868420109,13.731186603555814,13.585906515049398,19.866756725441746,19.640029527173272,19.6037494810776,5
167,4.739207935414478e-7,6.324294235967834,5.072679044984346,59.62218156510246,O88447,Klc1,NA,NA,NA,18.799876044036584,18.794714112313574,18.572596614907237,13.623725574901917,13.728840044428017,13.596584016974429,18.799876044036584,18.794714112313574,18.572596614907237,8
168,0.005595632510278455,2.252150815266501,1.607711874963627,5.425746893650029,O88448,Klc2,18.828080685813063,18.990453025099935,18.712029859925256,19.89127938367347,20.63803281493646,20.824386997119205,18.828080685813063,18.990453025099935,18.712029859925256,19.89127938367347,20.63803281493646,20.824386997119205,7
171,0.8800493262245582,0.05549298522849096,-0.030963805102548037,-0.16079450253599772,O88532,Zfr,NA,18.925409560426875,18.5121771858371,18.509318833281586,18.47970922621922,18.920213269033965,18.564545997578445,18.925409560426875,18.5121771858371,18.509318833281586,18.47970922621922,18.920213269033965,20
172,0.4493174611562129,0.3474467037385124,0.1506317108479962,0.8377334926096796,O88543,Cops3,19.140784845585014,19.650953556765444,19.666796112144155,19.613458559563792,19.73244569647935,19.564525390995456,19.140784845585014,19.650953556765444,19.666796112144155,19.613458559563792,19.73244569647935,19.564525390995456,10
173,0.09968560222527631,1.0013675631091015,-0.14919194074670372,-2.134647557917193,O88544,Cops4,20.13871177426592,20.305968206085616,NA,19.975892738136377,20.0516550399967,20.140335516745587,20.13871177426592,20.305968206085616,20.170779136767234,19.975892738136377,20.0516550399967,20.140335516745587,5
174,0.1551708679292841,0.8091898106882011,-0.08761284610417874,-1.7491462628179846,O88545,Cops6,NA,NA,20.013862405275606,19.830867964579756,19.989954340324527,19.922566982121612,19.963838691765467,20.02852672829736,20.013862405275606,19.830867964579756,19.989954340324527,19.922566982121612,5
175,0.012517777470269678,1.9024727732087454,0.9586647522092839,4.312855779258691,O88569,Hnrnpa2b1,22.5303387015629,22.481804357817747,22.668151798638963,23.125088016118823,23.866085070910255,23.56511602761838,22.5303387015629,22.481804357817747,22.668151798638963,23.125088016118823,23.866085070910255,23.56511602761838,1
177,0.015526635627552441,1.8089226387131112,0.12316429270768481,4.046019305767005,O88685,Psmc3,20.40145454559864,20.34581236804286,20.407898407081312,20.528503711711405,20.534215477829548,20.46193900930491,20.40145454559864,20.34581236804286,20.407898407081312,20.528503711711405,20.534215477829548,20.46193900930491,5
179,0.12582199159930071,0.9002434447769784,-0.30184453162794966,-1.9299544136173667,O88712,Ctbp1,19.686798003121854,20.034965493816404,20.1096776454185,19.593810534742293,19.809940794707604,19.522156218023017,19.686798003121854,20.034965493816404,20.1096776454185,19.593810534742293,19.809940794707604,19.522156218023017,8
180,0.8046449949385298,0.09439568577526097,-0.049819846551464764,-0.2642482779548081,O88738,Birc6,19.652722456332473,19.805523471560054,19.38070202401091,19.57509232386347,19.311788219840587,19.80260786854499,19.652722456332473,19.805523471560054,19.38070202401091,19.57509232386347,19.311788219840587,19.80260786854499,114
182,0.007829388054628397,2.1062721810945377,0.30258773402009354,4.937743759889952,O88844,Idh1,19.956597363815696,19.90832811277327,19.77977385011392,20.151403093209545,20.154620357692615,20.246439077861005,19.956597363815696,19.90832811277327,19.77977385011392,20.151403093209545,20.154620357692615,20.246439077861005,7
183,0.0999375326700982,1.0002713769365463,0.4591455101807469,2.1324024899857217,O88848,Arl6,18.118424052209402,18.603097464627414,18.80624751853163,18.953616734504347,19.094294222170376,18.85729460923596,18.118424052209402,18.603097464627414,18.80624751853163,18.953616734504347,19.094294222170376,18.85729460923596,3
184,0.04490360364386098,1.3477188042117705,1.0200613420959357,2.882421623836715,O89017,Lgmn,NA,18.73809885858374,18.970426119344538,20.409660256062544,19.430799625738274,19.4279593320495,18.49971020963424,18.73809885858374,18.970426119344538,20.409660256062544,19.430799625738274,19.4279593320495,7
185,0.08853481799179215,1.052885901189685,-0.2100087919338094,-2.240886932338628,O89079,Cope,NA,NA,21.239638149866177,20.871848099375864,20.98321908954192,21.167663147962053,21.14604333297826,21.267075229836824,21.239638149866177,20.871848099375864,20.98321908954192,21.167663147962053,4
186,0.046207924198163754,1.335283540884714,0.730003581524727,2.8540148483216434,P00375,Dhfr,20.22740912024121,20.24458217786576,20.3091921069599,20.481779726889563,21.224880190841354,21.264534231910133,20.22740912024121,20.24458217786576,20.3091921069599,20.481779726889563,21.224880190841354,21.264534231910133,1
189,0.004576928704161019,2.3394258526219933,-0.47818758407397155,-5.735616210983819,P68433,Hist1h3a;H3f3a;H3f3c;Hist1h3b,21.961798693128266,22.11394305759998,22.22664502759816,21.642226249708745,NA,NA,21.961798693128266,22.11394305759998,22.22664502759816,21.642226249708745,21.558963168459496,21.666634607936253,2
191,2.4138350801679267e-7,6.617292405415031,4.776811757940587,70.58553181754465,P02468,Lamc1,NA,NA,NA,18.55446144715922,18.400787730996992,18.358273446628107,13.640355550231442,13.723965009910106,13.618766790821008,18.55446144715922,18.400787730996992,18.358273446628107,99
