id,pvalue,log1P,log2fc,t.value,proteinID,geneName,LFQ.intensity.B1,LFQ.intensity.B2,LFQ.intensity.B3,LFQ.intensity.D1,LFQ.intensity.D2,LFQ.intensity.D3,impute_LFQ.intensity.B1,impute_LFQ.intensity.B2,impute_LFQ.intensity.B3,impute_LFQ.intensity.D1,impute_LFQ.intensity.D2,impute_LFQ.intensity.D3,p.adjust,Cys
63,3.134570502050812e-5,4.503821957661904,-3.568693456346816,-20.83691885658949,G3X9C2,Nccrp1,16.1331422124006,16.28212918044604,15.774014862911493,NA,NA,NA,16.1331422124006,16.28212918044604,15.774014862911493,12.442081843753865,12.65367846317123,12.387445579792592,3.1682477057918537e-4,2
65,6.813626687691019e-8,7.166621664709607,7.382333371903183,96.85367027805985,O08528,Hk2,NA,NA,NA,19.842868988819493,19.904761025980523,20.06789122307339,12.532889012848583,12.627058574985076,12.508573534330194,19.842868988819493,19.904761025980523,20.06789122307339,2.4509015997194457e-6,26
66,0.11730954473565146,0.9306666506518649,-0.3382841597850792,-1.9910519002867366,O08529,Capn2,18.85984413093611,19.0733936990242,NA,18.48789497524558,18.90289323086469,18.399620063318135,18.85984413093611,19.0733936990242,18.87202291882334,18.48789497524558,18.90289323086469,18.399620063318135,0.2097508380288037,15
67,0.5011688557141225,0.30001592533103877,-0.27907648131796847,-0.7385498850644959,O08547,Sec22b,20.747553796525217,19.73920375919316,NA,19.562868458095462,20.186283537301094,19.697086342704477,20.747553796525217,19.73920375919316,19.796710226336565,19.562868458095462,20.186283537301094,19.697086342704477,0.6104875602971831,3
68,0.41152975161440314,0.38559876192220915,-0.08839905425543293,-0.915923948036495,O08553,Dpysl2,20.907345475328594,21.17359174699613,21.166437721029556,20.95269290935978,20.954326966902332,21.075157904325867,20.907345475328594,21.17359174699613,21.166437721029556,20.95269290935978,20.954326966902332,21.075157904325867,0.5309081078316614,7
70,0.7339695052155821,0.13432198366937775,0.02428523389706072,0.3644529381483714,O08582,Gtpbp1,20.01481598307211,20.185799776699398,NA,20.04032718368511,20.16741814583174,20.090293365621655,20.01481598307211,20.185799776699398,20.024567233675818,20.04032718368511,20.16741814583174,20.090293365621655,0.8021847228584958,12
72,1.0304107689796182e-7,6.986989611082881,6.829329652329392,87.33540574168289,O08585,Clta,NA,NA,NA,19.325116566900554,19.52148542437381,19.30605723797795,12.531002040214306,12.627611736162057,12.506056495887778,19.325116566900554,19.52148542437381,19.30605723797795,3.23126248836429e-6,1
73,0.02554330233674379,1.5927229561754763,0.28386012796805815,3.4717327559101583,O08599,Stxbp1,19.148228299691752,19.359024565289506,19.195444301902036,19.620062279923324,19.462618093814488,NA,19.148228299691752,19.359024565289506,19.195444301902036,19.620062279923324,19.462618093814488,19.471597177049656,0.0663258147724791,7
76,1.4331162982156994e-6,5.843718564924417,7.15351414530779,45.19740049434981,O08663,Metap2,NA,NA,NA,19.700307629418596,19.396027734937167,19.872750018680605,12.45449737301211,12.650038882685227,12.404006691415665,19.700307629418596,19.396027734937167,19.872750018680605,1.991705946270228e-5,15
77,3.5426557129717497e-4,3.45067105179379,0.4706161115985772,11.261138721595994,O08709,Prdx6,22.038620307560443,21.991754334370736,22.061873476756794,22.566231531499124,22.44050423118857,22.497360690796004,22.038620307560443,21.991754334370736,22.061873476756794,22.566231531499124,22.44050423118857,22.497360690796004,0.0024900390442324427,2
78,0.5550346092063787,0.25567993558231994,0.08308469022845699,0.6433332525349376,O08749,Dld,20.898146694891786,21.301621225040087,21.15554708301465,21.10418409113765,21.28483539382271,21.21554958867153,20.898146694891786,21.301621225040087,21.15554708301465,21.10418409113765,21.28483539382271,21.21554958867153,0.6609613700675765,9
79,0.4272356157830684,0.3693325502367184,-0.32804440281877945,-0.882739232263017,O08756,Hsd17b10,19.04516239578074,20.237480739480795,19.798927381020423,19.179107262029067,19.61561526971363,19.30271477608292,19.04516239578074,20.237480739480795,19.798927381020423,19.179107262029067,19.61561526971363,19.30271477608292,0.545986581089543,2
80,0.4397683938951045,0.3567759865491134,-0.13062743761851792,-0.8569708494517044,O08759,Ube3a,19.769092057054287,19.415242488034824,19.27882601839883,19.42055651552303,19.273850223648665,19.37687151146069,19.769092057054287,19.415242488034824,19.27882601839883,19.42055651552303,19.273850223648665,19.37687151146069,0.5540699058485071,17
82,0.6555157973196832,0.18341683775559253,-0.030732171523940366,-0.4811964858364876,O08788,Dctn1,18.96519243289007,18.970313766480285,18.89139806295711,18.8479382019491,NA,19.02853203044427,18.96519243289007,18.970313766480285,18.89139806295711,18.8479382019491,18.858237515362266,19.02853203044427,0.7430424782198419,12
83,0.36763896922591194,0.43457846022722346,-0.1536231722218453,-1.0146934117214896,O08795,Prkcsh,19.020469993559054,NA,19.42664968850808,18.92839114378315,19.159087864575664,18.942405685155432,19.020469993559054,19.043634528112655,19.42664968850808,18.92839114378315,19.159087864575664,18.942405685155432,0.4860783344468003,17
84,0.0049274297494994726,2.3073795587526726,0.6065196950353737,5.620208346213051,O08807,Prdx4,23.703982124072656,23.437586491267663,23.664922909938003,24.093053207965834,24.331423242896605,24.20157415952201,23.703982124072656,23.437586491267663,23.664922909938003,24.093053207965834,24.331423242896605,24.20157415952201,0.018891055121121804,4
85,0.9800669790222096,0.0087442430567401825,0.008951688985948891,0.026581273364250226,O08810,Eftud2,20.033218645418607,19.535412081053583,19.065842089267075,19.389320438051566,19.92914280344112,19.342864641204432,20.033218645418607,19.535412081053583,19.065842089267075,19.389320438051566,19.92914280344112,19.342864641204432,0.9840902424828919,17
86,0.20454382747630165,0.6892136216822482,0.3921547002297814,1.5141833243222054,O08848,Trove2,19.089621166206907,18.984540844138163,18.463356734526826,19.54785097694391,19.212429887761708,18.953701980855627,19.089621166206907,18.984540844138163,18.463356734526826,19.54785097694391,19.212429887761708,18.953701980855627,0.31466302013020997,13
87,2.2762703177767524e-8,7.642776164707645,7.051130651149576,127.4052331300609,O08915,Aip,NA,NA,NA,19.5321047590545,19.700104392381636,19.630409339531383,12.552835260259421,12.621211383831524,12.53517989342785,19.5321047590545,19.700104392381636,19.630409339531383,1.533520548884958e-6,8
92,0.2604312982365332,0.5843068241183814,0.12138315504978081,1.3097733582091766,O09061,Psmb1,NA,19.817392796989843,19.74660288608155,19.77265608062011,19.837581739583488,20.06854738128768,19.75064005327054,19.817392796989843,19.74660288608155,19.77265608062011,19.837581739583488,20.06854738128768,0.37917556874200015,4
93,0.068291010759058,1.165636459344373,0.33028225109528364,2.478908119072385,O09106,Hdac1;Hdac2,19.76682974064043,20.068809761035766,19.996865136451955,20.43644315872264,20.286697627808344,20.100210604883014,19.76682974064043,20.068809761035766,19.996865136451955,20.43644315872264,20.286697627808344,20.100210604883014,0.1408430120713793,10
94,0.7532523028286993,0.12305953193569638,-0.07578801140853031,-0.33672087989113375,O09131,Gsto1;Gsto2,18.42053595625778,17.690502760864558,18.258566033889934,18.122373037451176,18.03794369201816,17.98192398731734,18.42053595625778,17.690502760864558,18.258566033889934,18.122373037451176,18.03794369201816,17.98192398731734,0.816691104928634,4
98,0.03536165535876602,1.4514674128798237,-0.33485614575176825,-3.1248184146187197,O35114,Scarb2,20.216082702568418,20.001820491144617,NA,19.6560791482389,19.66575574453476,19.905539784952303,20.216082702568418,20.001820491144617,20.014039921268225,19.6560791482389,19.66575574453476,19.905539784952303,0.0855658940567512,8
100,0.007572476569510471,2.1207620617716736,-1.3721745705407784,-4.984620601586555,O35129,Phb2,20.494629052088047,21.295076095848135,21.24609109111579,19.46381569903072,19.780847301854955,19.674609526543957,20.494629052088047,21.295076095848135,21.24609109111579,19.46381569903072,19.780847301854955,19.674609526543957,0.02594156539078797,0
102,0.06547590454853425,1.1839184930902296,-0.3764493273666112,-2.5182909272649288,O35215,Ddt,19.99727873338944,20.1156583963803,20.43186074605834,19.663950661537367,19.91585896011337,19.835640272077505,19.99727873338944,20.1156583963803,20.43186074605834,19.663950661537367,19.91585896011337,19.835640272077505,0.13688381412454254,2
106,9.156335881660195e-4,3.0382782844907164,0.31850433056006366,8.810604784895128,O35286,Dhx15,20.518549430579636,20.55093462407121,20.56690506402934,20.929908515313038,20.838228315257684,20.823765279789658,20.518549430579636,20.55093462407121,20.56690506402934,20.929908515313038,20.838228315257684,20.823765279789658,0.005090090356032009,14
109,0.1609432955389816,0.7933271101313379,0.23379362963115113,1.7179098687989744,O35344,Kpna3,19.09003486444897,19.447159925476363,NA,19.540056126096395,19.308503464394068,19.500417888690137,19.09003486444897,19.447159925476363,19.110401800361817,19.540056126096395,19.308503464394068,19.500417888690137,0.2631465915029071,8
115,0.0014222985781577196,2.8470092241163165,1.447884645193458,7.850474280075974,O35593,Psmd14,NA,20.810960672154657,20.428184307353863,22.248554190716334,21.775994397067866,22.008264471154558,20.45001414384986,20.810960672154657,20.428184307353863,22.248554190716334,21.775994397067866,22.008264471154558,0.007217722660111581,3
119,0.33111782298267345,0.4800174419761054,-0.18430166827507222,-1.1050885632395324,O35643,Ap1b1,20.225762879083494,19.869018428797176,19.66115179212252,19.752609316502227,19.765810539705704,19.684608238970043,20.225762879083494,19.869018428797176,19.66115179212252,19.752609316502227,19.765810539705704,19.684608238970043,0.45319298527615576,15
123,0.16511539722787724,0.7822124263173914,-0.4252706789812777,-1.6960612769371761,O35685,Nudc,21.732437415384723,21.514461723767358,21.308636775708234,21.340715075243804,21.28217896452341,20.656829838149264,21.732437415384723,21.514461723767358,21.308636775708234,21.340715075243804,21.28217896452341,20.656829838149264,0.2681754725228338,0
124,0.039358849108693805,1.4049576092511427,0.8907697002489172,3.0149326884598455,O35690,Phox2b,NA,18.44806789634387,18.1198935272916,19.67691778397923,18.828235675987667,18.873726462061967,18.138609397646643,18.44806789634387,18.1198935272916,19.67691778397923,18.828235675987667,18.873726462061967,0.09292639471029444,5
125,0.023813089345183756,1.6231842585837073,-1.4552535616928353,-3.549321472063163,O35691,Pnn,21.979839635963494,22.40345834324841,23.36399354612894,21.1593096451633,21.134644404667732,21.087576790431303,21.979839635963494,22.40345834324841,23.36399354612894,21.1593096451633,21.134644404667732,21.087576790431303,0.06275675148845179,3
126,4.553041733343561e-7,6.341698368914794,5.78233798213061,60.22307608778208,O35711,Ppfibp2,NA,NA,NA,18.40087109967895,18.156892863448967,18.41917839655883,12.513978022440014,12.632602283209705,12.483348107645204,18.40087109967895,18.156892863448967,18.41917839655883,8.838682602982817e-6,11
127,9.74605728628495e-5,4.0111710402105905,1.0519141980340017,15.64575617548444,O35737,Hnrnph1,22.414029672972443,22.34340153263287,22.27917753708348,23.312159503590095,23.3804695204693,23.499722312731407,22.414029672972443,22.34340153263287,22.27917753708348,23.312159503590095,23.3804695204693,23.499722312731407,8.575128101529851e-4,5
128,0.9573414892529726,0.018933119230382222,0.006695792928816502,0.056916394044820975,O35841,Api5,19.834329074616768,19.63751993844013,19.451633714493425,19.67915361432653,19.69671288655682,19.567703605453424,19.834329074616768,19.63751993844013,19.451633714493425,19.67915361432653,19.69671288655682,19.567703605453424,0.9684273294924612,6
129,0.12296172831550246,0.9102300411442044,-0.16893674462745523,-1.9499677902857997,O35857,Timm44,19.657388237707597,19.527224988917606,19.42910429572018,19.392342581164325,19.262448169867934,19.45211653743075,19.657388237707597,19.527224988917606,19.42910429572018,19.392342581164325,19.262448169867934,19.45211653743075,0.21731530885817849,6
131,0.2601717469515441,0.5847398669183533,0.22938138476690995,1.310618362564143,O35887,Calu,20.15053567937313,19.92781267743984,19.991754334370736,20.32223625488384,20.492087890868543,19.94392269973205,20.15053567937313,19.92781267743984,19.991754334370736,20.32223625488384,20.492087890868543,19.94392269973205,0.37917556874200015,2
135,0.02828370187904691,1.5484637490326054,-0.33099717704218534,-3.360805607860957,O54734,Ddost,20.346786394213012,20.463536346721856,20.272757341802915,20.127546027966762,20.09403643693948,19.86850608670499,20.346786394213012,20.463536346721856,20.272757341802915,20.127546027966762,20.09403643693948,19.86850608670499,0.07191469313528975,4
138,0.0014080062512811008,2.851395417004375,0.6572774287837895,7.87138444924248,O54833,Csnk2a2,18.77860335844374,18.77876375591357,18.688796681054455,19.322984369522143,19.561768992056567,19.33324272018443,18.77860335844374,18.77876375591357,18.688796681054455,19.322984369522143,19.561768992056567,19.33324272018443,0.0071749651888199425,3
141,2.4192802541015385e-5,4.616313819211567,2.2381380396919788,22.24122310240106,O54984,Asna1,20.449499311548085,20.61970415778151,NA,22.793206386548512,22.584513900229634,22.865103440204972,20.449499311548085,20.61970415778151,20.45920613857758,22.793206386548512,22.584513900229634,22.865103440204972,2.5288715818514373e-4,8
142,0.0019541025283779773,2.7090526533395423,0.6496906368642996,7.217607865548235,O54988,Slk,NA,NA,18.563725087980586,19.11888025639668,19.100236275384894,19.357586367181433,18.473827592789036,18.590078307600486,18.563725087980586,19.11888025639668,19.100236275384894,19.357586367181433,0.009227287228595622,12
143,3.51729310347723e-10,9.453791439496866,7.394358084618894,361.39332805385294,O55023,Impa1,NA,NA,NA,20.010724775941817,19.95148393703186,19.998105571719965,12.586162864293682,12.611441482382673,12.579635684160609,20.010724775941817,19.95148393703186,19.998105571719965,2.041712506854248e-7,7
144,0.20489469658450646,0.6884692825646028,-0.08639571185738859,-1.5127323618084596,O55029,Copb2,20.665616972151586,20.505330864900497,20.485125678688817,20.463236980639323,20.468118864860084,20.465530534669327,20.665616972151586,20.505330864900497,20.485125678688817,20.463236980639323,20.468118864860084,20.465530534669327,0.31480680141061734,15
146,0.908860732576996,0.04150265991013721,0.006855021274105866,0.12189488202680424,O55091,Impact,19.136034857621695,19.228889132869902,NA,19.230907019766818,19.081062077326145,19.214850318517954,19.136034857621695,19.228889132869902,19.141330361297,19.230907019766818,19.081062077326145,19.214850318517954,0.9411826214578036,7
147,3.268985013550634e-6,5.485587070409898,6.019861311957602,36.76205216349359,O55106,Strn,NA,NA,NA,18.614177821240318,18.23584595738985,18.707419800359716,12.449262398186042,12.65157350209817,12.397023742832872,18.614177821240318,18.23584595738985,18.707419800359716,4.1645506995546096e-5,8
148,0.44372652749352687,0.35288460689382195,-0.11662222934614164,-0.8489564911394634,O55125,Nipsnap1,20.59167573579475,20.688591815831632,NA,20.307636640457858,20.762229543723937,20.457737564668818,20.59167573579475,20.688591815831632,20.59720288526266,20.307636640457858,20.762229543723937,20.457737564668818,0.5583102295520405,4
149,0.023535909878056843,1.6282690075812607,0.3979030523256277,3.5623739672135497,O55131,7-Sep,20.705311767837472,20.974002790213003,20.700324564546058,21.123825870864543,21.322291276528777,21.127231132180096,20.705311767837472,20.974002790213003,20.700324564546058,21.123825870864543,21.322291276528777,21.127231132180096,0.062169368857156626,6
150,0.0022590625437102652,2.646071745169837,0.6591987925671603,6.944018289623003,O55135,Eif6,21.449801541577656,21.38869002727427,21.689274586805517,22.120096096098575,22.199164291176054,22.186102146084295,21.449801541577656,21.38869002727427,21.689274586805517,22.120096096098575,22.199164291176054,22.186102146084295,0.010347690977369492,9
151,0.0024088881989991545,2.6181833559520404,-0.5763701526240759,-6.825798543737068,O55142,Rpl35a,20.99865653412532,20.73818134307768,20.756947173217107,20.248293590902925,20.242257686843455,20.274123314801493,20.99865653412532,20.73818134307768,20.756947173217107,20.248293590902925,20.242257686843455,20.274123314801493,0.010791466180864344,2
152,0.6036970047487822,0.21918097889938912,0.10580546154285386,0.5626740108811183,O55143,Atp2a2,20.953971894408873,20.796537148346633,20.42121425736446,20.72741861926614,20.72816632337248,21.03355474210991,20.953971894408873,20.796537148346633,20.42121425736446,20.72741861926614,20.72816632337248,21.03355474210991,0.701159958981729,29
154,0.42241126300196935,0.3742645104685803,-0.1240151495329691,-0.8928235893280774,O55201,Supt5h,18.043774932346146,NA,18.271526859328056,17.79518990906638,18.20270735126777,18.002122767227853,18.043774932346146,18.056763684486707,18.271526859328056,17.79518990906638,18.20270735126777,18.002122767227853,0.5420870667905651,7
155,0.09401975150203759,1.0267809010039293,0.2987188537640648,2.186873125873499,O55222,Ilk,18.662369359112578,18.518222839915627,18.422138699770375,18.61108244861072,18.8773260772968,19.010478934183254,18.662369359112578,18.518222839915627,18.422138699770375,18.61108244861072,18.8773260772968,19.010478934183254,0.1775723686146579,9
156,0.14392623065034618,0.8418600483944925,-0.767470866555378,-1.813703962519514,O55234,Psmb5,22.005011802163526,23.266565814231058,23.278383663524714,22.08242065444852,22.12316280232024,22.041965223484397,22.005011802163526,23.266565814231058,23.278383663524714,22.08242065444852,22.12316280232024,22.041965223484397,0.24221674704726995,3
158,0.08383541820807518,1.076572464870415,-0.32856907443773764,-2.2902345429254387,O70133,Dhx9,21.74677508013078,21.713977134251547,21.372095601200026,21.135145623256484,21.405303537787773,21.30669143122489,21.74677508013078,21.713977134251547,21.372095601200026,21.135145623256484,21.405303537787773,21.30669143122489,0.16378708701034494,23
160,0.1420515648571305,0.8475539776744251,-0.33331478471052023,-1.8249890743405788,O70194,Eif3d,20.47901839846814,20.35606074021338,20.93682481939195,20.264305141788036,20.174018643001876,20.333635819152,20.47901839846814,20.35606074021338,20.93682481939195,20.264305141788036,20.174018643001876,20.333635819152,0.24216951984988352,11
162,0.02149320482555945,1.6676988225595974,-0.5034820358601308,-3.664591622162099,O70252,Hmox2,20.774909286184368,NA,20.515183925908733,20.305634287546713,20.069989879744423,19.934019068558996,20.774909286184368,20.52999613133743,20.515183925908733,20.305634287546713,20.069989879744423,19.934019068558996,0.05828423392829093,3
163,0.0031893059953033726,2.49630381073621,1.2513844464372141,6.329323654553698,O70305,Atxn2,19.155682952685254,18.983845334776532,19.534595459405693,20.53478541267007,20.258911024933997,20.634580648575046,19.155682952685254,18.983845334776532,19.534595459405693,20.53478541267007,20.258911024933997,20.634580648575046,0.01349661326040147,15
164,0.3675624094182263,0.43466891028104393,-0.12722598968843357,-1.0148744054153063,O70310,Nmt1,20.376235636166083,20.27150406271523,20.441922910137787,20.010724775941817,20.307414293991997,20.38984557001998,20.376235636166083,20.27150406271523,20.441922910137787,20.010724775941817,20.307414293991997,20.38984557001998,0.4860783344468003,6
165,7.384625989316086e-6,5.131671495597727,6.936095160121621,29.967561867376567,O70318,Epb41l2,NA,NA,NA,19.077441630925218,19.32322632357709,19.77347729875129,12.384580535912558,12.670534823748847,12.310744413227324,19.077441630925218,19.32322632357709,19.77347729875129,8.601331033270069e-5,9
166,2.37413823828576e-6,5.624493997101391,7.186969882822044,39.8295676589053,O70378,Emc8,NA,NA,NA,19.520680060081098,19.51240869614103,19.993137418592177,12.433315796169273,12.656248207486163,12.375752522692736,19.520680060081098,19.51240869614103,19.993137418592177,3.156055505895092e-5,8
167,0.751400533666967,0.12412850082369001,-0.05344181867957687,-0.33937004454453173,O70435,Psma3,19.57815521511223,19.49599551796197,19.94777960248009,19.690144651421885,19.47238940023034,19.699070827863327,19.57815521511223,19.49599551796197,19.94777960248009,19.690144651421885,19.47238940023034,19.699070827863327,0.8161304197821498,4
170,0.09170102683185884,1.0376258012447732,0.45892633690172957,2.2092660499233006,O70492,Snx3,18.54513793926648,18.52840832376196,18.777833202257888,19.164302993767592,18.709171338996242,19.354684143227672,18.54513793926648,18.52840832376196,18.777833202257888,19.164302993767592,18.709171338996242,19.354684143227672,0.1749615535341082,1
171,0.03606706987384054,1.4428891387826093,0.13958243164676176,3.104397011350623,O70493,Snx12,19.219915318204038,19.30788118199753,NA,19.3579943600662,19.35352161694326,19.45995985262412,19.219915318204038,19.30788118199753,19.224932034491733,19.3579943600662,19.35352161694326,19.45995985262412,0.08649024795236664,3
172,0.6937186268769513,0.15881664420413116,0.06566240399101275,0.4234870756377737,O70503,Hsd17b12,18.892495383759368,NA,18.59182180560943,18.980948411743178,18.564543997412233,18.744781290831625,18.892495383759368,18.6089692986452,18.59182180560943,18.980948411743178,18.564543997412233,18.744781290831625,0.7687237255239937,4
173,0.26948981357025836,0.5694576460387846,-0.2393690620451281,-1.2807818372361144,O70551,Srpk1,19.712668049656088,19.17806178674829,19.322940373515827,19.359324903291668,19.05957155418043,NA,19.712668049656088,19.17806178674829,19.322940373515827,19.359324903291668,19.05957155418043,19.076666566312724,0.3895816099248534,11
174,4.40326186905844e-8,7.356225485581766,1.600544042252551,108.02696352449188,O70591,Pfdn2,19.975472963619794,20.0122262326694,20.018080615898455,21.606616665038683,21.610992367436772,21.58980290646985,19.975472963619794,20.0122262326694,20.018080615898455,21.606616665038683,21.610992367436772,21.58980290646985,1.9945145429105453e-6,1
176,0.0031185316331727025,2.506049846276094,0.3563673220999668,6.367851041228942,O88342,Wdr1,21.63511228905799,21.658486955628973,21.66631070062123,21.94520947999356,21.964339457499563,22.11946297411497,21.63511228905799,21.658486955628973,21.66631070062123,21.94520947999356,21.964339457499563,22.11946297411497,0.01335800542820287,12
177,1.989319781052352e-6,5.701295398884857,7.361916976003508,41.6336550152441,O88413,Tulp3,NA,NA,NA,19.916369341496583,19.55689517540484,20.08485509031504,12.436771453959608,12.655235190288234,12.3803620349581,19.916369341496583,19.55689517540484,20.08485509031504,2.703264546918918e-5,5
178,2.65513614563777e-6,5.575913204984291,7.802355950731986,38.72881014705281,O88447,Klc1,NA,NA,NA,20.297037155102306,19.960420575171668,20.573946682472574,12.413235015035884,12.662134836854644,12.348966708660061,20.297037155102306,19.960420575171668,20.573946682472574,3.491646780768809e-5,8
179,9.168539608860977e-7,6.037699834485069,6.272121872887389,50.54517049786754,O88448,Klc2,NA,NA,NA,18.77436240257051,18.620384513861502,18.99680998123381,12.487156028029352,12.640465081921079,12.447570169053222,18.77436240257051,18.620384513861502,18.99680998123381,1.4562498625502565e-5,7
181,0.7172421215026695,0.14433421353397982,0.09450114039282553,0.38878677356640995,O88487,Dync1i2,19.567963500333782,NA,NA,19.185436849765892,19.949205472373674,19.681162903343207,19.567963500333782,19.325213167633027,19.63912513633749,19.185436849765892,19.949205472373674,19.681162903343207,0.788128584544263,7
183,0.28436249705816274,0.5461276807786587,-0.23065199811374626,-1.2351556814389357,O88543,Cops3,19.88634556393311,19.419425320630786,19.48002492304827,19.526862159663267,19.140635084853994,19.426342568753668,19.88634556393311,19.419425320630786,19.48002492304827,19.526862159663267,19.140635084853994,19.426342568753668,0.4067547764937228,10
184,0.357031411758713,0.4472935728140079,-0.39648503917831235,-1.0400924274677519,O88544,Cops4,20.46970937839913,19.762051071673714,19.19448274556159,19.33780045093383,19.603115580175054,19.295872046990617,20.46970937839913,19.762051071673714,19.19448274556159,19.33780045093383,19.603115580175054,19.295872046990617,0.476691502817583,5
